-113.70955762203275, -0.05059122374402092
-101.77515671885683, -0.04536825217623816
-88.6687067351971, -0.040528536201313164
-77.92418075403307, -0.035676936332036
-65.98086693009299, -0.03007665111857155
-54.06429186844531, -0.02560830684215218
-44.50072788852907, -0.02075076502569892
-32.55741406458898, -0.015150479812234496
-20.640839002941277, -0.010682135535815068
-11.077275023025038, -0.005824593719361837
0.8482129593867569, -0.0009789357972607438
10.438515701595406, 0.005010546956237566
25.8890638462224, 0.009083751745446955
35.45262782613861, 0.013941293561900214
46.214979648830905, 0.01954752072254079
56.94167978846667, 0.02364449330045454
66.5052437683829, 0.028502035116907853
80.79265575329035, 0.033335809144656725
92.72705665646632, 0.038558780712439455
103.47158263763036, 0.043410380581716645
114.22502153955851, 0.0486392940966755
