0.165605095541403, -0.04065040650406715
0.5859872611464985, 0.853658536585364
0.8917197452229306, 1.6666666666666679
1.350318471337581, 2.8861788617886184
1.9617834394904472, 3.8617886178861767
2.420382165605097, 4.8373983739837385
2.8789808917197455, 5.73170731707317
3.452229299363058, 6.3821138211382085
3.872611464968153, 7.032520325203251
4.407643312101911, 7.6829268292682915
4.86624203821656, 8.008130081300811
5.401273885350319, 8.414634146341461
5.859872611464969, 8.658536585365852
6.394904458598726, 8.902439024390244
6.8152866242038215, 8.983739837398371
7.388535031847132, 9.227642276422763
7.885350318471337, 9.308943089430894
8.343949044585985, 9.552845528455283
8.84076433121019, 9.552845528455283
9.299363057324838, 9.552845528455283
9.796178343949043, 9.634146341463413
