-3.9482163368556087, 3.6628786913200696e-14
-3.761606654907569, 3.60196749034605e-14
-3.573692010148704, 4.801893440181375e-14
-3.456245357174413, 2.666782513001285e-13
-3.4816921319855094, 7.86015334187014e-14
-3.4053518075522207, 1.27540029600466e-12
-3.354458257930028, 1.0180605033475068e-11
-3.2781179334967394, 3.062267698778053e-11
-3.1848130925227194, 1.0404932532641126e-10
-3.0924507246898507, 2.7555065125351353e-10
-3.0151679271154106, 5.803694075411676e-10
-2.928803115635326, 1.3387927401448016e-9
-2.8404334067458823, 2.7693689492734587e-9
-2.732425984769896, 6.138573406574431e-9
-2.582572755326773, 1.3002674927295726e-8
-2.404445331649099, 2.453981508418233e-8
-2.217835649701059, 3.9233540783038355e-8
-2.0312259677530196, 5.3133863214952825e-8
-1.84461628580498, 6.68205637106622e-8
-1.6580066038569403, 7.826376482404942e-8
-1.4713969219089007, 8.690509325093207e-8
-1.2847872399608615, 9.536339432534155e-8
-1.0981775580128215, 1.0219322964709655e-7
-0.9115678760647823, 1.0854292747514782e-7
-0.7249581941167422, 1.1125943906798188e-7
-0.538348512168703, 1.1643438207643276e-7
-0.351738830220663, 1.2077153930603018e-7
-0.16512914827262293, 1.2489957332894607e-7
0.021480533675416247, 1.2726889647355825e-7
0.2080902156234563, 1.3318847769305977e-7
0.3946998975714955, 1.3491305198938055e-7
0.5813095795195355, 1.3828953057051784e-7
0.7679192614675747, 1.4049589012409826e-7
0.9545289434156148, 1.4316107268094537e-7
1.141138625363654, 1.4330595318884932e-7
1.327748307311694, 1.4473199154665312e-7
1.5143579892597332, 1.4835420942888624e-7
1.7009676712077733, 1.516171061254948e-7
1.8875773531558124, 1.5358030120539616e-7
2.0741870351038525, 1.546496050087818e-7
2.2607967170518917, 1.552655511692765e-7
2.4474063989999317, 1.5450423422836677e-7
2.634016080947972, 1.5931245608005907e-7
2.82062576289601, 1.5947368195745796e-7
3.00723544484405, 1.596350709971364e-7
3.19384512679209, 1.626633204804972e-7
3.3804548087401303, 1.613867604750218e-7
3.5670644906881686, 1.6542579844790776e-7
3.7536741726362086, 1.6559321109193681e-7
3.9402838545842487, 1.657607931593188e-7
4.0505532120989995, 1.6585989863198034e-7
